#Time     v(mydiv.VCLK.v) vg(mydiv.D1.M1.m) vg(mydiv.D1.M2.m) vg(mydiv.D1.M5.m) vg(mydiv.D2.M5.m) vg(mydiv.inv1.P1.m) vg(mydiv.inv2.P1.m) v(mydiv.q)
 7.01E-6  5.       2.26     3.64     683.E-6  5.       5.       683.E-6  2.26    
 7.01E-6  5.       2.24     3.67     768.E-6  5.       5.       768.E-6  2.24    
 7.01E-6  5.       2.22     3.69     849.E-6  5.       5.       849.E-6  2.22    
 7.01E-6  5.       2.18     3.74     660.E-6  5.       5.       660.E-6  2.18    
 7.01E-6  5.       2.15     3.78     643.E-6  5.       5.       643.E-6  2.15    
 7.01E-6  5.       2.1      3.84     660.E-6  5.       5.       660.E-6  2.1     
 7.01E-6  5.       2.04     3.91     633.E-6  5.       5.       633.E-6  2.04    
 7.01E-6  5.       1.95     4.03     710.E-6  5.       5.       710.E-6  1.95    
 7.01E-6  5.       1.86     4.15     628.E-6  5.       5.       628.E-6  1.86    
 7.01E-6  5.       1.73     4.32     741.E-6  5.       5.       741.E-6  1.73    
 7.01E-6  5.       1.61     4.47     625.E-6  5.       5.       625.E-6  1.61    
 7.01E-6  5.       1.39     4.66     730.E-6  5.       5.       730.E-6  1.39    
 7.01E-6  5.       1.17     4.77     547.E-6  5.       5.       547.E-6  1.17    
 7.01E-6  5.       0.998    4.85     603.E-6  5.       5.       603.E-6  0.998   
 7.01E-6  5.       0.86     4.91     448.E-6  5.       5.       448.E-6  0.86    
 7.01E-6  5.       0.647    4.96     350.E-6  5.       5.       350.E-6  0.647   
 7.01E-6  5.       0.535    4.97     370.E-6  5.       5.       370.E-6  0.535   
 7.01E-6  5.       0.441    4.97     275.E-6  5.       5.       275.E-6  0.441   
 7.01E-6  5.       0.316    4.95     204.E-6  5.       5.       204.E-6  0.316   
 7.01E-6  5.       0.231    4.93     179.E-6  5.       5.       179.E-6  0.231   
 7.02E-6  5.       0.176    4.91     174.E-6  5.       5.       174.E-6  0.176   
 7.02E-6  5.       0.0924   4.84     81.9E-6  5.       5.       81.9E-6  0.0924  
 7.02E-6  5.       0.0792   4.81     57.8E-6  5.       5.       57.8E-6  0.0792  
 7.03E-6  5.       0.0737   4.78     35.9E-6  5.       5.       35.9E-6  0.0737  
 7.03E-6  5.       0.0725   4.76     30.8E-6  5.       5.       30.8E-6  0.0725  
 7.03E-6  5.       0.0729   4.74     37.1E-6  5.       5.       37.1E-6  0.0729  
 7.04E-6  5.       0.0732   4.72     942.E-9  5.       5.       942.E-9  0.0732  
 7.04E-6  5.       0.0743   4.71     26.4E-6  5.       5.       26.4E-6  0.0743  
 7.04E-6  5.       0.0751   4.7      13.7E-6  5.       5.       13.7E-6  0.0751  
 7.04E-6  5.       0.0763   4.69     21.5E-6  5.       5.       21.5E-6  0.0763  
 7.05E-6  5.       0.0779   4.68    -7.15E-6  5.       5.      -7.15E-6  0.0779  
 7.05E-6  5.       0.0788   4.68     15.7E-6  5.       5.       15.7E-6  0.0788  
 7.05E-6  5.       0.0797   4.67     10.1E-6  5.       5.       10.1E-6  0.0797  
 7.06E-6  5.       0.0808   4.67     13.7E-6  5.       5.       13.7E-6  0.0808  
 7.06E-6  5.       0.0811   4.66    -9.03E-6  5.       5.      -9.03E-6  0.0811  
 7.06E-6  5.       0.0826   4.66     10.6E-6  5.       5.       10.6E-6  0.0826  
 7.07E-6  5.       0.0821   4.65     8.42E-6  5.       5.       8.42E-6  0.0821  
 7.07E-6  5.       0.083    4.65    -7.E-6    5.       5.      -7.E-6    0.083   
 7.07E-6  5.       0.0823   4.65     22.3E-6  5.       5.       22.3E-6  0.0823  
 7.07E-6  5.       0.0842   4.64    -3.4E-6   5.       5.      -3.4E-6   0.0842  
 7.08E-6  5.       0.0824   4.64     51.E-9   5.       5.       51.E-9   0.0824  
 7.08E-6  5.       0.0862   4.64    -1.32E-6  5.       5.      -1.32E-6  0.0862  
 7.08E-6  5.       0.0836   4.63     13.7E-6  5.       5.       13.7E-6  0.0836  
 7.09E-6  5.       0.088    4.63    -7.53E-6  5.       5.      -7.53E-6  0.088   
 7.09E-6  5.       0.084    4.63     15.3E-6  5.       5.       15.3E-6  0.084   
 7.09E-6  5.       0.0888   4.63     2.06E-6  5.       5.       2.06E-6  0.0888  
 7.1E-6   5.       0.0852   4.63    -11.2E-6  5.       5.      -11.2E-6  0.0852  
 7.1E-6   5.       0.0914   4.63     23.4E-6  5.       5.       23.4E-6  0.0914  
 7.1E-6   5.       0.0889   4.62    -10.4E-6  5.       5.      -10.4E-6  0.0889  
 7.1E-6   5.       0.0906   4.62     9.73E-6  5.       5.       9.73E-6  0.0906  
 7.11E-6  5.       0.0885   4.62    -18.9E-6  5.       5.      -18.9E-6  0.0885  
 7.11E-6  5.       0.0914   4.62     29.3E-6  5.       5.       29.3E-6  0.0914  
 7.11E-6  5.       0.0877   4.62    -18.1E-6  5.       5.      -18.1E-6  0.0877  
 7.12E-6  5.       0.0935   4.62     11.1E-6  5.       5.       11.1E-6  0.0935  
 7.12E-6  5.       0.0903   4.62    -15.6E-6  5.       5.      -15.6E-6  0.0903  
 7.12E-6  5.       0.0929   4.62     33.8E-6  5.       5.       33.8E-6  0.0929  
 7.13E-6  5.       0.0869   4.61    -22.5E-6  5.       5.      -22.5E-6  0.0869  
 7.13E-6  5.       0.0925   4.61     21.4E-6  5.       5.       21.4E-6  0.0925  
 7.14E-6  5.       0.0909   4.61    -15.8E-6  5.       5.      -15.8E-6  0.0909  
 7.15E-6  5.       0.0929   4.61     13.4E-6  5.       5.       13.4E-6  0.0929  
 7.15E-6  5.       0.0906   4.61    -16.6E-6  5.       5.      -16.6E-6  0.0906  
 7.16E-6  5.       0.094    4.61     24.6E-6  5.       5.       24.6E-6  0.094   
 7.17E-6  5.       0.0903   4.6     -19.4E-6  5.       5.      -19.4E-6  0.0903  
