#Time     v(mydiv.VCLK.v) vg(mydiv.D1.M1.m) vg(mydiv.D1.M2.m) vg(mydiv.D1.M5.m) vg(mydiv.D2.M5.m) vg(mydiv.inv1.P1.m) vg(mydiv.inv2.P1.m) v(mydiv.q)
 7.5E-6  -6.66E-9 -0.923    3.78     4.92     0.216   -6.66E-9  4.92    -0.923   
 7.5E-6   6.68E-9 -1.02     3.72     4.92     0.194    6.68E-9  4.92    -1.02    
 7.5E-6  -6.67E-9 -1.2      3.62     4.93     0.152   -6.67E-9  4.93    -1.2     
 7.5E-6   6.68E-9 -1.42     3.54     4.95     0.103    6.68E-9  4.95    -1.42    
 7.5E-6  -6.67E-9 -1.58     3.61     4.97     0.0588  -6.67E-9  4.97    -1.58    
 7.5E-6   6.67E-9 -1.57     3.91     4.99     0.0272   6.67E-9  4.99    -1.57    
 7.5E-6  -6.67E-9 -1.49     4.12     5.       0.018   -6.67E-9  5.      -1.49    
 7.5E-6   6.67E-9 -1.41     4.28     5.       0.0131   6.67E-9  5.      -1.41    
 7.5E-6  -6.67E-9 -1.31     4.45     5.       0.00878 -6.67E-9  5.      -1.31    
 7.5E-6   6.67E-9 -1.24     4.52     5.       0.00702  6.67E-9  5.      -1.24    
 7.5E-6  -6.67E-9 -1.19     4.55     5.       0.00693 -6.67E-9  5.      -1.19    
 7.5E-6   6.67E-9 -1.08     4.57     5.       0.0154   6.67E-9  5.      -1.08    
 7.51E-6 -6.67E-9 -0.844    4.6      5.      -0.00213 -6.67E-9  5.      -0.844   
 7.51E-6  6.67E-9 -0.834    4.6      5.      -0.00141  6.67E-9  5.      -0.834   
 7.51E-6 -6.68E-9 -0.824    4.6      5.      -617.E-6 -6.68E-9  5.      -0.824   
 7.51E-6  6.68E-9 -0.817    4.6      5.      -300.E-6  6.68E-9  5.      -0.817   
 7.51E-6 -6.68E-9 -0.809    4.6      5.      -119.E-6 -6.68E-9  5.      -0.809   
 7.51E-6  6.67E-9 -0.8      4.6      5.      -8.52E-6  6.67E-9  5.      -0.8     
 7.51E-6 -6.68E-9 -0.785    4.6      5.       109.E-6 -6.68E-9  5.      -0.785   
 7.51E-6  6.68E-9 -0.772    4.59     5.       318.E-6  6.68E-9  5.      -0.772   
 7.51E-6 -6.68E-9 -0.759    4.59     5.       526.E-6 -6.68E-9  5.      -0.759   
 7.51E-6  6.68E-9 -0.736    4.59     5.       682.E-6  6.68E-9  5.      -0.736   
 7.51E-6 -6.68E-9 -0.71     4.59     5.       615.E-6 -6.68E-9  5.      -0.71    
 7.51E-6  6.68E-9 -0.686    4.58     5.       540.E-6  6.68E-9  5.      -0.686   
 7.51E-6 -6.68E-9 -0.662    4.58     5.       502.E-6 -6.68E-9  5.      -0.662   
 7.51E-6  6.69E-9 -0.639    4.58     5.       603.E-6  6.69E-9  5.      -0.639   
 7.51E-6 -6.68E-9 -0.613    4.57     5.       695.E-6 -6.68E-9  5.      -0.613   
 7.51E-6  6.69E-9 -0.568    4.57     5.       751.E-6  6.69E-9  5.      -0.568   
 7.51E-6 -6.69E-9 -0.521    4.56     5.       640.E-6 -6.69E-9  5.      -0.521   
 7.51E-6  6.69E-9 -0.474    4.56     5.       727.E-6  6.69E-9  5.      -0.474   
 7.51E-6 -6.69E-9 -0.428    4.55     5.       755.E-6 -6.69E-9  5.      -0.428   
 7.51E-6  6.69E-9 -0.347    4.54     5.       606.E-6  6.69E-9  5.      -0.347   
 7.51E-6 -6.69E-9 -0.262    4.53     5.       661.E-6 -6.69E-9  5.      -0.262   
 7.51E-6  6.69E-9 -0.104    4.51     5.       700.E-6  6.69E-9  5.      -0.104   
 7.51E-6 -6.69E-9  0.139    4.48     5.       645.E-6 -6.69E-9  5.       0.139   
 7.51E-6  6.69E-9  0.374    4.46     5.       674.E-6  6.69E-9  5.       0.374   
 7.51E-6 -6.69E-9  0.72     4.46     5.       504.E-6 -6.69E-9  5.       0.72    
 7.51E-6  6.69E-9  1.01     4.47     5.       531.E-6  6.69E-9  5.       1.01    
 7.51E-6 -6.69E-9  1.2      4.48     5.       339.E-6 -6.69E-9  5.       1.2     
 7.51E-6  6.69E-9  1.37     4.5      5.       427.E-6  6.69E-9  5.       1.37    
 7.51E-6 -6.69E-9  1.52     4.53     5.       241.E-6 -6.69E-9  5.       1.52    
 7.51E-6  6.69E-9  1.65     4.55     5.       359.E-6  6.69E-9  5.       1.65    
 7.51E-6 -6.69E-9  1.77     4.58     5.       220.E-6 -6.69E-9  5.       1.77    
 7.51E-6  6.69E-9  1.87     4.6      5.       218.E-6  6.69E-9  5.       1.87    
 7.51E-6 -6.69E-9  1.96     4.63     5.       178.E-6 -6.69E-9  5.       1.96    
 7.52E-6  6.69E-9  2.05     4.65     5.       169.E-6  6.69E-9  5.       2.05    
 7.52E-6 -6.69E-9  2.13     4.67     5.       141.E-6 -6.69E-9  5.       2.13    
 7.52E-6  6.69E-9  2.19     4.69     5.       187.E-6  6.69E-9  5.       2.19    
 7.52E-6 -6.69E-9  2.26     4.72     5.       133.E-6 -6.69E-9  5.       2.26    
 7.52E-6  6.69E-9  2.31     4.73     5.       98.2E-6  6.69E-9  5.       2.31    
 7.52E-6 -6.69E-9  2.37     4.75     5.       99.3E-6 -6.69E-9  5.       2.37    
 7.52E-6  6.69E-9  2.41     4.77     5.       133.E-6  6.69E-9  5.       2.41    
 7.52E-6 -6.69E-9  2.46     4.78     5.       42.8E-6 -6.69E-9  5.       2.46    
 7.52E-6  6.69E-9  2.5      4.8      5.       88.9E-6  6.69E-9  5.       2.5     
 7.52E-6 -6.69E-9  2.54     4.81     5.       102.E-6 -6.69E-9  5.       2.54    
 7.52E-6  6.69E-9  2.59     4.83     5.       76.E-6   6.69E-9  5.       2.59    
 7.52E-6 -6.69E-9  2.64     4.85     5.       40.6E-6 -6.69E-9  5.       2.64    
 7.52E-6  6.69E-9  2.69     4.86     5.       88.2E-6  6.69E-9  5.       2.69    
 7.53E-6 -6.69E-9  2.72     4.87     5.       35.1E-6 -6.69E-9  5.       2.72    
 7.53E-6  6.69E-9  2.76     4.89     5.       38.9E-6  6.69E-9  5.       2.76    
 7.53E-6 -6.69E-9  2.79     4.9      5.       21.E-6  -6.69E-9  5.       2.79    
 7.53E-6  6.69E-9  2.82     4.91     5.       65.6E-6  6.69E-9  5.       2.82    
 7.53E-6 -6.69E-9  2.85     4.91     5.      -12.7E-6 -6.69E-9  5.       2.85    
 7.53E-6  6.69E-9  2.87     4.92     5.       46.E-6   6.69E-9  5.       2.87    
 7.53E-6 -6.69E-9  2.89     4.93     5.       28.9E-6 -6.69E-9  5.       2.89    
 7.53E-6  6.69E-9  2.91     4.93     5.       38.8E-6  6.69E-9  5.       2.91    
 7.54E-6 -6.69E-9  2.93     4.94     5.      -5.09E-6 -6.69E-9  5.       2.93    
 7.54E-6  6.69E-9  2.95     4.94     5.       58.2E-6  6.69E-9  5.       2.95    
 7.54E-6 -6.69E-9  2.97     4.94     5.      -1.38E-6 -6.69E-9  5.       2.97    
 7.54E-6  6.69E-9  2.99     4.95     5.       20.4E-6  6.69E-9  5.       2.99    
 7.54E-6 -6.69E-9  3.01     4.95     5.      -1.66E-6 -6.69E-9  5.       3.01    
 7.54E-6  6.69E-9  3.04     4.96     5.       40.3E-6  6.69E-9  5.       3.04    
 7.55E-6 -6.69E-9  3.07     4.96     5.      -8.13E-6 -6.69E-9  5.       3.07    
 7.55E-6  6.69E-9  3.09     4.97     5.       19.7E-6  6.69E-9  5.       3.09    
 7.56E-6 -6.69E-9  3.12     4.97     5.       1.32E-6 -6.69E-9  5.       3.12    
 7.56E-6  6.69E-9  3.14     4.98     5.       7.31E-6  6.69E-9  5.       3.14    
 7.57E-6 -6.69E-9  3.17     4.98     5.      -860.E-9 -6.69E-9  5.       3.17    
 7.58E-6  6.69E-9  3.2      4.99     5.       7.07E-6  6.69E-9  5.       3.2     
 7.59E-6 -6.69E-9  3.23     4.99     5.       1.16E-6 -6.69E-9  5.       3.23    
 7.6E-6   6.69E-9  3.26     4.99     5.       5.35E-6  6.69E-9  5.       3.26    
 7.62E-6 -6.69E-9  3.28     4.99     5.      -3.69E-6 -6.69E-9  5.       3.28    
 7.66E-6  6.69E-9  3.32     5.       5.       6.93E-6  6.69E-9  5.       3.32    
 7.69E-6 -6.69E-9  3.34     5.       5.      -4.99E-6 -6.69E-9  5.       3.34    
 7.73E-6  6.69E-9  3.36     5.       5.       5.18E-6  6.69E-9  5.       3.36    
 7.78E-6 -6.69E-9  3.37     5.       5.      -4.18E-6 -6.69E-9  5.       3.37    
 7.85E-6  6.69E-9  3.39     5.       5.       4.15E-6  6.69E-9  5.       3.39    
 7.91E-6 -6.69E-9  3.4      5.       5.      -3.63E-6 -6.69E-9  5.       3.4     
 8.E-6    6.69E-9  3.41     5.       5.       3.4E-6   6.69E-9  5.       3.41    
 8.E-6    2.5      3.36     4.97     4.75    -0.00326  2.5      4.75     3.36    
 8.E-6    5.       2.66     4.42     1.4      3.24     5.       1.4      2.66    
 8.E-6    5.       2.43     4.22    -0.335    5.16     5.      -0.335    2.43    
 8.E-6    5.       2.59     4.34     0.142    4.98     5.       0.142    2.59    
 8.E-6    5.       2.6      4.34     0.132    4.96     5.       0.132    2.6     
 8.E-6    5.       2.61     4.35     0.126    4.95     5.       0.126    2.61    
 8.E-6    5.       2.61     4.35     0.123    4.94     5.       0.123    2.61    
 8.E-6    5.       2.62     4.35     0.123    4.95     5.       0.123    2.62    
 8.E-6    5.       2.64     4.37     0.109    4.92     5.       0.109    2.64    
 8.E-6    5.       2.66     4.38     0.0981   4.94     5.       0.0981   2.66    
 8.E-6    5.       2.68     4.39     0.0868   4.95     5.       0.0868   2.68    
 8.E-6    5.       2.73     4.41     0.0681   4.96     5.       0.0681   2.73    
 8.E-6    5.       2.78     4.43     0.0482   4.97     5.       0.0482   2.78    
 8.E-6    5.       2.83     4.41     0.0283   4.99     5.       0.0283   2.83    
 8.E-6    5.       2.85     4.35     0.0206   4.99     5.       0.0206   2.85    
 8.E-6    5.       2.84     4.26     0.0158   5.       5.       0.0158   2.84    
 8.E-6    5.       2.82     3.88     0.00863  5.       5.       0.00863  2.82    
 8.E-6    5.       2.83     3.56     0.00668  5.       5.       0.00668  2.83    
 8.E-6    5.       2.89     3.22     0.00695  5.       5.       0.00695  2.89    
 8.E-6    5.       3.07     2.91     0.0186   5.       5.       0.0186   3.07    
 8.E-6    5.       3.33     2.63    -0.00244  5.       5.      -0.00244  3.33    
 8.E-6    5.       3.34     2.62    -0.00175  5.       5.      -0.00175  3.34    
 8.E-6    5.       3.35     2.6     -0.00118  5.       5.      -0.00118  3.35    
 8.E-6    5.       3.36     2.58    -812.E-6  5.       5.      -812.E-6  3.36    
 8.E-6    5.       3.38     2.57    -498.E-6  5.       5.      -498.E-6  3.38    
 8.E-6    5.       3.39     2.55    -268.E-6  5.       5.      -268.E-6  3.39    
 8.E-6    5.       3.42     2.52     38.9E-6  5.       5.       38.9E-6  3.42    
 8.E-6    5.       3.44     2.49     245.E-6  5.       5.       245.E-6  3.44    
 8.E-6    5.       3.47     2.46     300.E-6  5.       5.       300.E-6  3.47    
 8.E-6    5.       3.49     2.43     475.E-6  5.       5.       475.E-6  3.49    
 8.E-6    5.       3.52     2.41     620.E-6  5.       5.       620.E-6  3.52    
 8.E-6    5.       3.55     2.37     732.E-6  4.99     5.       732.E-6  3.55    
 8.E-6    5.       3.59     2.34     780.E-6  5.       5.       780.E-6  3.59    
 8.01E-6  5.       3.63     2.3      620.E-6  5.       5.       620.E-6  3.63    
 8.01E-6  5.       3.66     2.27     586.E-6  5.       5.       586.E-6  3.66    
 8.01E-6  5.       3.7      2.23     628.E-6  5.       5.       628.E-6  3.7     
 8.01E-6  5.       3.76     2.18     521.E-6  5.       5.       521.E-6  3.76    
 8.01E-6  5.       3.82     2.13     678.E-6  5.       5.       678.E-6  3.82    
 8.01E-6  5.       3.91     2.05     717.E-6  5.       5.       717.E-6  3.91    
 8.01E-6  5.       4.       1.98     562.E-6  5.       5.       562.E-6  4.      
 8.01E-6  5.       4.09     1.92     612.E-6  5.       5.       612.E-6  4.09    
 8.01E-6  5.       4.22     1.81     720.E-6  5.       5.       720.E-6  4.22    
 8.01E-6  5.       4.35     1.71     596.E-6  5.       5.       596.E-6  4.35    
 8.01E-6  5.       4.47     1.61     637.E-6  5.       5.       637.E-6  4.47    
 8.01E-6  5.       4.56     1.51     631.E-6  5.       5.       631.E-6  4.56    
 8.01E-6  5.       4.67     1.35     717.E-6  5.       5.       717.E-6  4.67    
 8.01E-6  5.       4.75     1.2      626.E-6  5.       5.       626.E-6  4.75    
 8.01E-6  5.       4.81     1.07     536.E-6  5.       5.       536.E-6  4.81    
 8.01E-6  5.       4.86     0.962    486.E-6  5.       5.       486.E-6  4.86    
 8.01E-6  5.       4.9      0.869    507.E-6  5.       5.       507.E-6  4.9     
 8.01E-6  5.       4.96     0.646    278.E-6  5.       5.       278.E-6  4.96    
 8.01E-6  5.       4.97     0.538    352.E-6  5.       5.       352.E-6  4.97    
 8.01E-6  5.       4.97     0.448    292.E-6  5.       5.       292.E-6  4.97    
 8.01E-6  5.       4.96     0.374    283.E-6  5.       5.       283.E-6  4.96    
 8.01E-6  5.       4.95     0.314    176.E-6  5.       5.       176.E-6  4.95    
 8.01E-6  5.       4.94     0.265    201.E-6  5.       5.       201.E-6  4.94    
 8.01E-6  5.       4.93     0.226    209.E-6  5.       5.       209.E-6  4.93    
 8.02E-6  5.       4.92     0.194    113.E-6  5.       5.       113.E-6  4.92    
 8.02E-6  5.       4.9      0.169    150.E-6  5.       5.       150.E-6  4.9     
 8.02E-6  5.       4.89     0.149    152.E-6  5.       5.       152.E-6  4.89    
 8.02E-6  5.       4.88     0.133    76.9E-6  5.       5.       76.9E-6  4.88    
 8.02E-6  5.       4.87     0.121    167.E-6  5.       5.       167.E-6  4.87    
 8.02E-6  5.       4.86     0.111    90.2E-6  5.       5.       90.2E-6  4.86    
 8.02E-6  5.       4.85     0.103    65.3E-6  5.       5.       65.3E-6  4.85    
 8.02E-6  5.       4.84     0.0953   125.E-6  5.       5.       125.E-6  4.84    
 8.02E-6  5.       4.83     0.0896   75.5E-6  5.       5.       75.5E-6  4.83    
 8.02E-6  5.       4.82     0.0843   43.5E-6  5.       5.       43.5E-6  4.82    
 8.02E-6  5.       4.81     0.08     110.E-6  5.       5.       110.E-6  4.81    
 8.02E-6  5.       4.81     0.0793   1.03E-6  5.       5.       1.03E-6  4.81    
 8.02E-6  5.       4.8      0.0768   58.9E-6  5.       5.       58.9E-6  4.8     
 8.02E-6  5.       4.79     0.0775   80.8E-6  5.       5.       80.8E-6  4.79    
 8.03E-6  5.       4.79     0.0757   52.E-6   5.       5.       52.E-6   4.79    
 8.03E-6  5.       4.78     0.0761   76.1E-6  5.       5.       76.1E-6  4.78    
 8.03E-6  5.       4.77     0.0744  -13.2E-6  5.       5.      -13.2E-6  4.77    
 8.03E-6  5.       4.77     0.075    49.3E-6  5.       5.       49.3E-6  4.77    
 8.03E-6  5.       4.76     0.0736   50.4E-6  5.       5.       50.4E-6  4.76    
 8.03E-6  5.       4.76     0.0722  -4.58E-6  5.       5.      -4.58E-6  4.76    
 8.03E-6  5.       4.75     0.0724   37.6E-6  5.       5.       37.6E-6  4.75    
 8.03E-6  5.       4.74     0.0729   44.3E-6  5.       5.       44.3E-6  4.74    
 8.03E-6  5.       4.74     0.0731  -8.03E-6  5.       5.      -8.03E-6  4.74    
 8.03E-6  5.       4.73     0.0728   29.7E-6  5.       5.       29.7E-6  4.73    
 8.04E-6  5.       4.72     0.0743   28.5E-6  5.       5.       28.5E-6  4.72    
 8.04E-6  5.       4.71     0.0748   19.4E-6  5.       5.       19.4E-6  4.71    
 8.04E-6  5.       4.7      0.076    4.09E-6  5.       5.       4.09E-6  4.7     
 8.05E-6  5.       4.69     0.0779   12.9E-6  5.       5.       12.9E-6  4.69    
 8.05E-6  5.       4.68     0.0785   12.3E-6  5.       5.       12.3E-6  4.68    
 8.06E-6  5.       4.66     0.0819  -3.24E-6  5.       5.      -3.24E-6  4.66    
 8.06E-6  5.       4.65     0.0819   9.74E-6  5.       5.       9.74E-6  4.65    
 8.08E-6  5.       4.64     0.0868   38.3E-9  5.       5.       38.3E-9  4.64    
 8.1E-6   5.       4.62     0.0872   2.82E-6  5.       5.       2.82E-6  4.62    
 8.12E-6  5.       4.62     0.0909   2.22E-6  5.       5.       2.22E-6  4.62    
 8.13E-6  5.       4.61     0.09    -1.82E-6  5.       5.      -1.82E-6  4.61    
 8.16E-6  5.       4.6      0.0938   4.6E-6   5.       5.       4.6E-6   4.6     
 8.19E-6  5.       4.6      0.0927  -2.63E-6  5.       5.      -2.63E-6  4.6     
 8.22E-6  5.       4.59     0.0959   2.55E-6  5.       5.       2.55E-6  4.59    
 8.24E-6  5.       4.59     0.0943  -3.17E-6  5.       5.      -3.17E-6  4.59    
 8.27E-6  5.       4.59     0.0971   5.55E-6  5.       5.       5.55E-6  4.59    
 8.3E-6   5.       4.58     0.0957  -4.44E-6  5.       5.      -4.44E-6  4.58    
 8.32E-6  5.       4.58     0.098    3.84E-6  5.       5.       3.84E-6  4.58    
 8.35E-6  5.       4.58     0.0963  -1.93E-6  5.       5.      -1.93E-6  4.58    
 8.38E-6  5.       4.58     0.0989   1.26E-6  5.       5.       1.26E-6  4.58    
 8.4E-6   5.       4.58     0.0967   529.E-9  5.       5.       529.E-9  4.58    
 8.43E-6  5.       4.58     0.0996   768.E-9  5.       5.       768.E-9  4.58    
 8.46E-6  5.       4.58     0.0967  -1.24E-6  5.       5.      -1.24E-6  4.58    
 8.49E-6  5.       4.58     0.1      2.89E-6  5.       5.       2.89E-6  4.58    
 8.5E-6   5.       4.57     0.0971  -3.98E-6  5.       5.      -3.98E-6  4.57    
 8.5E-6   2.5      4.61     0.14     0.777    5.01     2.5      0.777    4.61    
 8.5E-6   1.25     4.52     0.0313   3.23     4.37     1.25     3.23     4.52    
 8.5E-6  -5.78E-9  4.25    -0.333    4.93     1.53    -5.78E-9  4.93     4.25    
 8.5E-6   5.65E-9  4.22    -0.377    4.92     1.3      5.65E-9  4.92     4.22    
 8.5E-6  -5.76E-9  4.2     -0.401    4.91     1.17    -5.76E-9  4.91     4.2     
 8.5E-6   5.66E-9  4.19    -0.417    4.91     1.08     5.66E-9  4.91     4.19    
 8.5E-6  -5.8E-9   4.17    -0.43     4.91     0.999   -5.8E-9   4.91     4.17    
 8.5E-6   5.72E-9  4.15    -0.461    4.9      0.828    5.72E-9  4.9      4.15    
 8.5E-6  -5.8E-9   4.13    -0.485    4.9      0.699   -5.8E-9   4.9      4.13    
 8.5E-6   5.72E-9  4.12    -0.506    4.9      0.599    5.72E-9  4.9      4.12    
 8.5E-6  -5.72E-9  4.1     -0.527    4.89     0.52    -5.72E-9  4.89     4.1     
 8.5E-6   5.72E-9  4.08    -0.558    4.89     0.432    5.72E-9  4.89     4.08    
 8.5E-6  -5.7E-9   4.06    -0.578    4.89     0.39    -5.7E-9   4.89     4.06    
 8.5E-6   5.73E-9  4.05    -0.593    4.89     0.37     5.73E-9  4.89     4.05    
 8.5E-6  -5.71E-9  4.04    -0.605    4.89     0.348   -5.71E-9  4.89     4.04    
 8.5E-6   5.75E-9  4.03    -0.62     4.89     0.336    5.75E-9  4.89     4.03    
 8.5E-6  -5.72E-9  4.02    -0.631    4.9      0.325   -5.72E-9  4.9      4.02    
 8.5E-6   5.77E-9  4.      -0.645    4.89     0.308    5.77E-9  4.89     4.      
 8.5E-6  -5.75E-9  4.      -0.653    4.9      0.303   -5.75E-9  4.9      4.      
 8.5E-6   5.83E-9  3.98    -0.673    4.89     0.287    5.83E-9  4.89     3.98    
 8.5E-6  -5.78E-9  3.97    -0.685    4.89     0.279   -5.78E-9  4.89     3.97    
 8.5E-6   5.85E-9  3.96    -0.693    4.89     0.272    5.85E-9  4.89     3.96    
 8.5E-6  -5.82E-9  3.96    -0.7      4.9      0.271   -5.82E-9  4.9      3.96    
 8.5E-6   5.91E-9  3.95    -0.708    4.89     0.265    5.91E-9  4.89     3.95    
 8.5E-6  -5.92E-9  3.94    -0.718    4.9      0.263   -5.92E-9  4.9      3.94    
 8.5E-6   5.96E-9  3.94    -0.726    4.9      0.262    5.96E-9  4.9      3.94    
 8.5E-6  -5.92E-9  3.93    -0.736    4.9      0.261   -5.92E-9  4.9      3.93    
 8.5E-6   5.94E-9  3.92    -0.744    4.9      0.26     5.94E-9  4.9      3.92    
 8.5E-6  -5.89E-9  3.9     -0.771    4.9      0.256   -5.89E-9  4.9      3.9     
 8.5E-6   5.9E-9   3.88    -0.794    4.91     0.251    5.9E-9   4.91     3.88    
 8.5E-6  -5.88E-9  3.87    -0.818    4.91     0.245   -5.88E-9  4.91     3.87    
 8.5E-6   5.91E-9  3.83    -0.873    4.91     0.23     5.91E-9  4.91     3.83    
 8.5E-6  -5.89E-9  3.79    -0.924    4.92     0.218   -5.89E-9  4.92     3.79    
 8.5E-6   5.92E-9  3.69    -1.07     4.92     0.183    5.92E-9  4.92     3.69    
 8.5E-6  -5.9E-9   3.59    -1.27     4.94     0.14    -5.9E-9   4.94     3.59    
 8.5E-6   5.9E-9   3.54    -1.46     4.96     0.0931   5.9E-9   4.96     3.54    
 8.5E-6  -5.9E-9   3.64    -1.59     4.98     0.0531  -5.9E-9   4.98     3.64    
 8.5E-6   5.9E-9   3.92    -1.57     4.99     0.0267   5.9E-9   4.99     3.92    
 8.5E-6  -5.9E-9   4.16    -1.48     5.       0.0173  -5.9E-9   5.       4.16    
 8.5E-6   5.9E-9   4.33    -1.39     5.       0.0114   5.9E-9   5.       4.33    
 8.5E-6  -5.9E-9   4.44    -1.31     5.       0.00936 -5.9E-9   5.       4.44    
 8.5E-6   5.9E-9   4.53    -1.22     5.       0.00648  5.9E-9   5.       4.53    
 8.5E-6  -5.9E-9   4.58    -1.08     5.       0.016   -5.9E-9   5.       4.58    
 8.51E-6  5.9E-9   4.61    -0.769    5.      -0.00355  5.9E-9   5.       4.61    
 8.51E-6 -5.9E-9   4.61    -0.761    5.      -0.0027  -5.9E-9   5.       4.61    
 8.51E-6  5.91E-9  4.61    -0.756    5.      -0.00206  5.91E-9  5.       4.61    
 8.51E-6 -5.91E-9  4.61    -0.75     5.      -0.00165 -5.91E-9  5.       4.61    
 8.51E-6  5.91E-9  4.61    -0.752    5.      -0.00125  5.91E-9  5.       4.61    
 8.51E-6 -5.92E-9  4.62    -0.744    5.      -723.E-6 -5.92E-9  5.       4.62    
 8.51E-6  5.91E-9  4.62    -0.739    5.      -579.E-6  5.91E-9  5.       4.62    
 8.51E-6 -5.92E-9  4.62    -0.739    5.      -457.E-6 -5.92E-9  5.       4.62    
 8.51E-6  5.93E-9  4.61    -0.735    5.      -322.E-6  5.93E-9  5.       4.61    
 8.51E-6 -5.94E-9  4.61    -0.732    5.      -17.E-6  -5.94E-9  5.       4.61    
 8.51E-6  5.92E-9  4.61    -0.73     5.      -73.E-6   5.92E-9  5.       4.61    
 8.51E-6 -5.94E-9  4.61    -0.725    5.01    -100.E-6 -5.94E-9  5.01     4.61    
 8.51E-6  5.94E-9  4.61    -0.722    4.99     46.9E-6  5.94E-9  4.99     4.61    
 8.51E-6 -5.93E-9  4.61    -0.715    5.       265.E-6 -5.93E-9  5.       4.61    
 8.51E-6  5.94E-9  4.61    -0.706    4.99     461.E-6  5.94E-9  4.99     4.61    
 8.51E-6 -5.94E-9  4.61    -0.695    5.       495.E-6 -5.94E-9  5.       4.61    
 8.51E-6  5.94E-9  4.6     -0.681    5.       483.E-6  5.94E-9  5.       4.6     
 8.51E-6 -5.94E-9  4.6     -0.667    5.       463.E-6 -5.94E-9  5.       4.6     
 8.51E-6  5.94E-9  4.6     -0.654    5.       525.E-6  5.94E-9  5.       4.6     
 8.51E-6 -5.95E-9  4.6     -0.625    5.       447.E-6 -5.95E-9  5.       4.6     
 8.51E-6  5.94E-9  4.59    -0.598    5.       443.E-6  5.94E-9  5.       4.59    
 8.51E-6 -5.94E-9  4.58    -0.553    5.       620.E-6 -5.94E-9  5.       4.58    
 8.51E-6  5.94E-9  4.58    -0.505    5.       652.E-6  5.94E-9  5.       4.58    
 8.51E-6 -5.95E-9  4.57    -0.456    5.       616.E-6 -5.95E-9  5.       4.57    
 8.51E-6  5.95E-9  4.55    -0.323    5.       716.E-6  5.95E-9  5.       4.55    
 8.51E-6 -5.95E-9  4.54    -0.187    5.       605.E-6 -5.95E-9  5.       4.54    
 8.51E-6  5.95E-9  4.5      0.0276   5.       732.E-6  5.95E-9  5.       4.5     
 8.51E-6 -5.95E-9  4.48     0.245    5.       662.E-6 -5.95E-9  5.       4.48    
 8.51E-6  5.95E-9  4.46     0.64     5.       584.E-6  5.95E-9  5.       4.46    
 8.51E-6 -5.95E-9  4.47     0.979    5.       525.E-6 -5.95E-9  5.       4.47    
 8.51E-6  5.95E-9  4.49     1.24     5.       331.E-6  5.95E-9  5.       4.49    
 8.51E-6 -5.95E-9  4.52     1.46     5.       356.E-6 -5.95E-9  5.       4.52    
 8.51E-6  5.95E-9  4.55     1.65     5.       278.E-6  5.95E-9  5.       4.55    
 8.51E-6 -5.95E-9  4.59     1.81     5.       218.E-6 -5.95E-9  5.       4.59    
 8.51E-6  5.95E-9  4.62     1.95     5.       241.E-6  5.95E-9  5.       4.62    
 8.52E-6 -5.95E-9  4.66     2.07     5.       166.E-6 -5.95E-9  5.       4.66    
 8.52E-6  5.95E-9  4.69     2.17     5.       183.E-6  5.95E-9  5.       4.69    
 8.52E-6 -5.95E-9  4.72     2.26     5.       88.6E-6 -5.95E-9  5.       4.72    
 8.52E-6  5.95E-9  4.74     2.34     5.       130.E-6  5.95E-9  5.       4.74    
 8.52E-6 -5.95E-9  4.77     2.41     5.       68.5E-6 -5.95E-9  5.       4.77    
 8.52E-6  5.95E-9  4.79     2.47     5.       95.9E-6  5.95E-9  5.       4.79    
 8.52E-6 -5.95E-9  4.81     2.52     5.       95.9E-6 -5.95E-9  5.       4.81    
 8.52E-6  5.95E-9  4.82     2.57     5.       42.2E-6  5.95E-9  5.       4.82    
 8.52E-6 -5.95E-9  4.84     2.62     5.       66.1E-6 -5.95E-9  5.       4.84    
 8.52E-6  5.95E-9  4.85     2.66     5.       79.9E-6  5.95E-9  5.       4.85    
 8.52E-6 -5.95E-9  4.86     2.69     5.       54.6E-6 -5.95E-9  5.       4.86    
 8.53E-6  5.95E-9  4.87     2.73     5.       28.9E-6  5.95E-9  5.       4.87    
 8.53E-6 -5.95E-9  4.88     2.75     5.       34.9E-6 -5.95E-9  5.       4.88    
 8.53E-6  5.95E-9  4.89     2.78     5.       67.1E-6  5.95E-9  5.       4.89    
 8.53E-6 -5.95E-9  4.9      2.81     5.       34.1E-6 -5.95E-9  5.       4.9     
 8.53E-6  5.95E-9  4.91     2.83     5.       57.4E-6  5.95E-9  5.       4.91    
 8.53E-6 -5.95E-9  4.92     2.86     5.      -12.7E-6 -5.95E-9  5.       4.92    
 8.53E-6  5.95E-9  4.93     2.89     5.       47.3E-6  5.95E-9  5.       4.93    
 8.53E-6 -5.95E-9  4.93     2.92     5.       18.2E-6 -5.95E-9  5.       4.93    
 8.54E-6  5.95E-9  4.94     2.94     5.       39.3E-6  5.95E-9  5.       4.94    
 8.54E-6 -5.95E-9  4.94     2.96     5.      -10.1E-6 -5.95E-9  5.       4.94    
 8.54E-6  5.95E-9  4.95     2.98     5.       27.4E-6  5.95E-9  5.       4.95    
 8.54E-6 -5.95E-9  4.95     3.01     5.       14.2E-6 -5.95E-9  5.       4.95    
 8.54E-6  5.95E-9  4.96     3.03     5.       22.7E-6  5.95E-9  5.       4.96    
